LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,LODGEMENT_DATETIME,PRIMARY_ENERGY_VALUE,UPRN,UPRN_SOURCE
15860080062009050811223880240890,,Roxburghe House,273-287 Regent Street,W1B 2AD,986588000000,105,E,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,36,68,3,Natural Gas,,,,3357,,,,,,,,,Heating and Natural Ventilation,"Roxburghe House, 273-287 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 11:22:38,,10033542659,Address Matched
16903287212009050815575308000912,,261 Regent Street,,W1B 2ES,929178210000,251,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,59,90,4,Grid Supplied Electricity,,,,2952,,,,,,,,,Air Conditioning,261 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 15:57:53,,,
16918180802009050811415108010240,STORAGE ROOM 4A,Roxburghe House,273-287 Regent Street,W1B 2AD,986588000001,105,E,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,36,68,3,Natural Gas,,,,3357,,,,,,,,,Heating and Natural Ventilation,"STORAGE ROOM 4A, Roxburghe House, 273-287 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 11:41:51,,,
16920391132009050814300147000009,"BSMT,GRD,MEZZ,1ST FLR","156, Regent Street",,W1B 5SN,992706260001,207,G,Retail,2009-02-04,E09000033,E14000639,Greater London Authority,2009-05-08,,58,90,3,Grid Supplied Electricity,,,,1827,,,,,,,,,Air Conditioning,"BSMT,GRD,MEZZ,1ST FLR, 156, Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 14:30:01,,200001528173,Address Matched
16804589252009050815571302010541,BASEMENT & GROUND FLOOR,169 Regent Street,,W1B 4JF,517092240001,142,F,Retail,2009-02-28,E09000033,E14000639,Greater London Authority,2009-05-08,,64,104,3,Grid Supplied Electricity,,,,224,,,,,,,,,Air Conditioning,"BASEMENT & GROUND FLOOR, 169 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 15:57:13,,,
16805351032009050815425619000901,,314a Regent Street,,W1B 3AY,518991410000,89,D,Restaurant/public house,2009-03-19,E09000033,E14000639,Greater London Authority,2009-05-08,,67,110,3,Grid Supplied Electricity,,,,36,,,,,,,,,Air Conditioning,314a Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 15:42:56,,,
16807851032009050814410269000103,,170 Regent Street,,W1B 5TQ,530912560000,214,G,Retail,2009-02-26,E09000033,E14000639,Greater London Authority,2009-05-08,,59,93,4,Grid Supplied Electricity,,,,1582,,,,,,,,,Air Conditioning,170 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 14:41:02,,200001528165,Address Matched
16816435012009050816431903010596,BASEMENT & GROUND FLOOR,Langham House,"302-308, Regent Street",W1B 3AT,567353790001,108,E,Retail,2009-04-07,E09000033,E14000639,Greater London Authority,2009-05-08,,61,99,3,Grid Supplied Electricity,,,,606,,,,,,,,,Air Conditioning,"BASEMENT & GROUND FLOOR, Langham House, 302-308, Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 16:43:19,,,
16821250842009050814305128740240,OFFICES,Venture House,88-90 Regent Street,W1B 5RS,586235720004,108,E,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,56,129,4,Natural Gas,,,,3642,,,,,,,,,Air Conditioning,"OFFICES, Venture House, 88-90 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 14:30:51,,,
16822240842009050812363438430240,"PART BSMT, PART GRD, MEZZ & PART 1ST FLOOR",Victory House,99-101 Regent Street,W1B 4EZ,589584430003,193,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,53,95,4,Grid Supplied Electricity,,,,512,,,,,,,,,Air Conditioning,"PART BSMT, PART GRD, MEZZ & PART 1ST FLOOR, Victory House, 99-101 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 12:36:34,,,
16822388252009050812485904040538,GROUND FLOOR & BASEMENT,Victory House,99-101 Regent Street,W1B 4EZ,589584430004,191,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,59,91,4,Grid Supplied Electricity,,,,160,,,,,,,,,Air Conditioning,"GROUND FLOOR & BASEMENT, Victory House, 99-101 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 12:48:59,,,
16822480062009050812543284240855,"GROUND FLOOR, 99 REGENT STREET",Victory House,99-101 Regent Street,W1B 4EZ,589584430005,136,F,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,60,93,4,Grid Supplied Electricity,,,,69,,,,,,,,,Air Conditioning,"GROUND FLOOR, 99 REGENT STREET, Victory House, 99-101 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 12:54:32,,,
16105011032009050813180884000102,,"234, Regent Street",,W1B 3BR,125416440000,256,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,58,91,4,Grid Supplied Electricity,,,,3013,,,,,,,,,Air Conditioning,"234, Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 13:18:08,,10033602999,Address Matched
16189810062009050809453836220880,,211-213 Regent Street,,W1B 4NF,835215690000,103,E,Office,2009-02-28,E09000033,E14000639,Greater London Authority,2009-05-08,,43,89,4,Natural Gas,,,,475,,,,,,,,,Heating and Natural Ventilation,211-213 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 09:45:38,,,
16661550062009050816200559240863,GROUND FLOOR REAR,207-209 Regent Street,,W1B 4NE,656454920003,159,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,40,82,3,Natural Gas,,,,384,,,,,,,,,Heating and Natural Ventilation,"GROUND FLOOR REAR, 207-209 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 16:20:05,,,
16829370062009050816562822240862,RETAIL UNIT 2,144 Regent Street,,W1B 5SQ,622472230002,204,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,48,72,3,Grid Supplied Electricity,,,,452,,,,,,,,,Air Conditioning,"RETAIL UNIT 2, 144 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 16:56:28,,,
16829420202009050817071938230240,"UNIT 2, 144 REGENT STREET",144 Regent Street,,W1B 5SQ,622472230003,204,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,48,72,3,Grid Supplied Electricity,,,,452,,,,,,,,,Air Conditioning,"UNIT 2, 144 REGENT STREET, 144 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 17:07:19,,,
16842940702009050815215194000020,,314 Regent Street,,W1B 3AY,676254090000,196,G,Retail,2009-02-04,E09000033,E14000639,Greater London Authority,2009-05-08,,64,99,3,Grid Supplied Electricity,,,,90,,,,,,,,,Air Conditioning,314 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 15:21:51,,,
16848961132009050816431486000909,RETAIL UNIT,Spirella House,266-270 Regent Street,W1B 3AH,695694080001,250,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,61,98,3,Grid Supplied Electricity,,,,934,,,,,,,,,Air Conditioning,"RETAIL UNIT, Spirella House, 266-270 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 16:43:14,,10033553942,Address Matched
16863860022009050816013154240870,,269 Regent Street,,W1B 2EX,759061410000,306,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,61,97,4,Grid Supplied Electricity,,,,90,,,,,,,,,Air Conditioning,269 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 16:01:31,,100023621506,Address Matched
16877781232009050817030280000801,RETAIL UNIT 1,150 Regent Street,,W1B 5SJ,816087900002,211,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,58,89,4,Grid Supplied Electricity,,,,1141,,,,,,,,,Air Conditioning,"RETAIL UNIT 1, 150 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 17:03:02,,,
16881070202009050812010008910240,GRD FLR,283-283a Regent Street,,W1B 2HG,829097900001,107,E,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,59,92,4,Grid Supplied Electricity,,,,40,,,,,,,,,Air Conditioning,"GRD FLR, 283-283a Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 12:01:00,,,
16881930062009050811513139220881,RETAIL,215 Regent Street,,W1B 4NG,833431900001,247,G,Retail,2009-02-28,E09000033,E14000639,Greater London Authority,2009-05-08,,63,103,4,Grid Supplied Electricity,,,,196,,,,,,,,,Air Conditioning,"RETAIL, 215 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 11:51:31,,200002817276,Address Matched
16899170062009050809390406240891,PART BSMT & GRD & MEZZ 7 SWALLOW PLACE,251-259 Regent Street,,W1B 2ER,907670680001,185,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,36,51,3,Natural Gas,,,,883,,,,,,,,,Heating and Natural Ventilation,"PART BSMT & GRD & MEZZ 7 SWALLOW PLACE, 251-259 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 09:39:04,,,
16899200002009050809534088620240,"PART BSMT & GRD, 7 SWALLOW STREET",251-259 Regent Street,,W1B 2ER,907670680002,89,D,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,55,89,4,Natural Gas,,,,2216,,,,,,,,,Air Conditioning,"PART BSMT & GRD, 7 SWALLOW STREET, 251-259 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 09:53:40,,,
16899387212009050810011700030980,"2ND FLR, 7 SWALLOW PLACE",251-259 Regent Street,,W1B 2ER,907670680003,118,E,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,56,128,4,Natural Gas,,,,3368,,,,,,,,,Air Conditioning,"2ND FLR, 7 SWALLOW PLACE, 251-259 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 10:01:17,,,
16691720102009050816305628310240,GRD FLR,229 Regent Street,,W1B 2EG,910492320001,68,C,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,57,94,3,Grid Supplied Electricity,,,,644,,,,,,,,,Air Conditioning,"GRD FLR, 229 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 16:30:56,,10033542283,Address Matched
16715840442009050813203122610020,GROUND FLOOR & BASEMENT,Kendal House,203 Regent Street,W1B 4NB,148054620001,93,D,Retail,2009-02-02,E09000033,E14000639,Greater London Authority,2009-05-08,,56,91,4,Natural Gas,,,,358,,,,,,,,,Air Conditioning,"GROUND FLOOR & BASEMENT, Kendal House, 203 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 13:20:31,,10033542268,Address Matched
16727886212009050811533601010189,GRD FLR,287 Regent Street,,W1B 2HH,194561480001,135,F,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,58,94,4,Grid Supplied Electricity,,,,53,,,,,,,,,Air Conditioning,"GRD FLR, 287 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 11:53:36,,10033542310,Address Matched
16728917912009050815232503000199,,308 Regent Street,,W1B 3AT,198373390000,89,D,Retail,2009-03-19,E09000033,E14000639,Greater London Authority,2009-05-08,,67,110,3,Grid Supplied Electricity,,,,36,,,,,,,,,Air Conditioning,308 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 15:23:25,,,
16730156252009050814462102000270,,158 Regent Street,,W1B 5SW,202262170000,171,G,Retail,2009-03-25,E09000033,E14000639,Greater London Authority,2009-05-08,,61,92,3,Grid Supplied Electricity,,,,2004,,,,,,,,,Air Conditioning,158 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 14:46:21,,10033542250,Address Matched
16746921132009050812132185000807,GRD BSMT 277-9 RS (ODDS),277-279 Regent Street,,W1B 2HE,270582270001,276,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,61,97,4,Grid Supplied Electricity,,,,86,,,,,,,,,Air Conditioning,"GRD BSMT 277-9 RS (ODDS), 277-279 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 12:13:21,,,
16757520142009050816363191200970,,322 Regent Street,,W1B 3BH,318252290000,166,G,Restaurant/public house,2009-03-19,E09000033,E14000639,Greater London Authority,2009-05-08,,57,113,3,Natural Gas,,,,161,,,,,,,,,Air Conditioning,322 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 16:36:31,,,
16758989212009050812071609010302,GRD FLR,275-275a Regent Street,,W1B 2HB,325499600001,133,F,Restaurant/public house,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,62,97,4,Grid Supplied Electricity,,,,100,,,,,,,,,Air Conditioning,"GRD FLR, 275-275a Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 12:07:16,,,
16760010062009050816051736240830,,265 Regent Street,,W1B 2EU,330316610000,134,F,Restaurant/public house,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,54,92,3,Grid Supplied Electricity,,,,179,,,,,,,,,Air Conditioning,265 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 16:05:17,,100023621505,Address Matched
16766330542009050815413233800040,,326 Regent Street,,W1B 3BL,355713830000,177,G,Retail,2009-04-07,E09000033,E14000639,Greater London Authority,2009-05-08,,67,126,3,Grid Supplied Electricity,,,,600,,,,,,,,,Air Conditioning,326 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 15:41:32,,,
16772583212009050812512202010338,262-264 REGENTS ST (EVENS),262-264 Regent Street,,W1B 3AQ,380332230001,268,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,58,91,3,Natural Gas,,,,243,,,,,,,,,Air Conditioning,"262-264 REGENTS ST (EVENS), 262-264 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 12:51:22,,,
16774810062009050815363196270030,,316-318 Regent Street,,W1B 3AY,391010680000,187,G,Retail,2009-03-20,E09000033,E14000639,Greater London Authority,2009-05-08,,54,94,3,Natural Gas,,,,525,,,,,,,,,Air Conditioning,316-318 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 15:36:31,,,
16795741132009050814035184000508,OFFICES,261-271 Regent Street,,W1B 2ES,480456600001,125,E,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,56,128,4,Natural Gas,,,,3539,,,,,,,,,Air Conditioning,"OFFICES, 261-271 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 14:03:51,,10033542291,Address Matched
16797963012009050815484500000479,,324 Regent Street,,W1B 3BJ,492330870000,288,G,Retail,2009-04-06,E09000033,E14000639,Greater London Authority,2009-05-08,,59,90,3,Grid Supplied Electricity,,,,23,,,,,,,,,Air Conditioning,324 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-08 15:48:45,,,
2685980022009050812011811240840,,"224, Regent Street",,W1B 3BR,418483140000,107,E,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-08,,54,79,4,Grid Supplied Electricity,,,,1437,,,,,,,,,Air Conditioning,"224, Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-08 12:01:18,,10033602997,Address Matched
15169420062009050710271053240830,,67 Regent Street,,W1B 4EB,358524370000,244,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,58,91,4,Grid Supplied Electricity,,,,173,,,,,,,,,Air Conditioning,67 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-07 10:27:10,,100023621494,Address Matched
16587284252009050709360904010874,133-135 REGENT STREET (ODDS),133-135 Regent Street,,W1B 4HX,845444670001,132,F,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,52,105,3,Natural Gas,,,,1114,,,,,,,,,Air Conditioning,"133-135 REGENT STREET (ODDS), 133-135 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 09:36:09,,,
16612390062009050710341608240821,GRD FLR,153 Regent Street,,W1B 4JE,200799880001,212,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,54,87,4,Grid Supplied Electricity,,,,106,,,,,,,,,Air Conditioning,"GRD FLR, 153 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 10:34:16,,,
16628387212009050717014909010363,GRD FLR,235 Regent Street,,W1B 2EL,336279960001,79,D,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,57,93,3,Grid Supplied Electricity,,,,2272,,,,,,,,,Air Conditioning,"GRD FLR, 235 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 17:01:49,,,
16648689252009050717293004010533,GRD FLR,233 Regent Street,,W1B 2EQ,531294130001,74,C,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,58,95,3,Grid Supplied Electricity,,,,317,,,,,,,,,Air Conditioning,"GRD FLR, 233 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 17:29:30,,10033527216,Address Matched
16654951232009050715063685000808,PART BASEMENT,Victory House,99-101 Regent Street,W1B 4EZ,589584430002,223,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,64,94,4,Grid Supplied Electricity,,,,464,,,,,,,,,Air Conditioning,"PART BASEMENT, Victory House, 99-101 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 15:06:36,,,
16658761132009050712305683000001,"BSMT, GRD & 1ST FLRS 167 REGENT STREET",157-167 Regent Street,,W1B 4PH,618300530001,108,E,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,56,105,4,Grid Supplied Electricity,,,,3077,,,,,,,,,Air Conditioning,"BSMT, GRD & 1ST FLRS 167 REGENT STREET, 157-167 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 12:30:56,,,
16664680252009050712002409010699,GRD & 1ST FLRS,155 Regent Street,,W1B 4JE,691009890001,126,F,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,60,102,4,Grid Supplied Electricity,,,,208,,,,,,,,,Air Conditioning,"GRD & 1ST FLRS, 155 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 12:00:24,,,
16684340062009050711282446240882,133 REGENT STREET,133-135 Regent Street,,W1B 4HX,845444670002,141,F,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,53,107,3,Natural Gas,,,,1180,,,,,,,,,Air Conditioning,"133 REGENT STREET, 133-135 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 11:28:24,,,
16692680022009050717132913240891,GRD FLR,247 Regent Street,,W1B 2EW,917888320001,76,D,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,58,91,3,Grid Supplied Electricity,,,,329,,,,,,,,,Air Conditioning,"GRD FLR, 247 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 17:13:29,,10033542287,Address Matched
16693520062009050717190620240891,GRD FLR,245 Regent Street,,W1B 2EN,922620080001,89,D,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,57,95,3,Grid Supplied Electricity,,,,935,,,,,,,,,Air Conditioning,"GRD FLR, 245 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 17:19:06,,10033553940,Address Matched
16694881212009050710205906010923,BSMT,Hedges House,153-155 Regent Street,W1B 4JE,931016920001,178,G,Restaurant/public house,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,36,51,3,Natural Gas,,,,618,,,,,,,,,Heating and Natural Ventilation,"BSMT, Hedges House, 153-155 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 10:20:59,,,
16694910022009050711501539240892,5TH FLR,Hedges House,153-155 Regent Street,W1B 4JE,931016920002,116,E,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-07,,36,70,4,Natural Gas,,,,1066,,,,,,,,,Heating and Natural Ventilation,"5TH FLR, Hedges House, 153-155 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-07 11:50:15,,,
15387590502009050615350978900240,,65 Regent Street,,W1B 4EA,650909970000,129,F,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,61,100,4,Grid Supplied Electricity,,,,91,,,,,,,,,Air Conditioning,65 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-06 15:35:09,,10033554522,Address Matched
15168631032009050616161183000100,,73-77 Regent Street,,W1B 4EF,302318190000,240,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,60,96,3,Grid Supplied Electricity,,,,269,,,,,,,,,Air Conditioning,73-77 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-06 16:16:11,,100023621497,Address Matched
15155041032009050614453987000102,,71 Regent Street,,W1B 4EE,423717210000,68,C,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,60,99,3,Grid Supplied Electricity,,,,209,,,,,,,,,Air Conditioning,71 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-06 14:45:39,,100023621496,Address Matched
15274530062009050611393242240831,UNIT 8C,49-63 Regent Street,,W1B 4DY,341038210001,123,E,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,59,90,3,Grid Supplied Electricity,,,,75,,,,,,,,,Air Conditioning,"UNIT 8C, 49-63 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 11:39:32,,,
15274643212009050612294808000314,,49-63 Regent Street,,W1B 4DY,341038210000,215,G,Retail,2009-04-24,E09000033,E14000639,Greater London Authority,2009-05-06,,56,88,3,Natural Gas,,,,3674,,,,,,,,,Air Conditioning,49-63 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-06 12:29:48,,,
15274780402009050612590218220240,UNIT 8A,49-63 Regent Street,,W1B 4DY,341038210002,255,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,60,93,3,Grid Supplied Electricity,,,,38,,,,,,,,,Air Conditioning,"UNIT 8A, 49-63 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 12:59:02,,,
15275420022009050612381156240880,,61 Regent Street,,W1B 4DY,857524630000,252,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,59,91,3,Grid Supplied Electricity,,,,78,,,,,,,,,Air Conditioning,61 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-06 12:38:11,,10033613393,Address Matched
15718181032009050615181285000903,,69 Regent Street,,W1B 4ED,833591840000,74,C,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,59,95,3,Grid Supplied Electricity,,,,211,,,,,,,,,Air Conditioning,69 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-06 15:18:12,,10033542338,Address Matched
15791950002009050614425358000240,,"240, Regent Street",,W1B 3BR,101505050000,244,G,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,51,75,4,Grid Supplied Electricity,,,,1126,,,,,,,,,Air Conditioning,"240, Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 14:42:53,,10033596266,Address Matched
15633690402009050612525808600220,,179-183 Regent Street,,W1B 4JW,241999600000,252,G,Retail,2009-02-28,E09000033,E14000639,Greater London Authority,2009-05-06,,57,89,3,Grid Supplied Electricity,,,,761,,,,,,,,,Air Conditioning,179-183 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-06 12:52:58,,,
15633911032009050612351487000000,,173 Regent Street,,W1B 4JQ,103709790000,163,G,Office,2009-02-28,E09000033,E14000639,Greater London Authority,2009-05-06,,61,109,3,Grid Supplied Electricity,,,,76,,,,,,,,,Air Conditioning,173 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-06 12:35:14,,,
16365183212009050612353105010528,FIRST FLOOR,Venture House,88-90 Regent Street,W1B 5RS,586235720001,80,D,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,58,136,4,Natural Gas,,,,519,,,,,,,,,Air Conditioning,"FIRST FLOOR, Venture House, 88-90 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 12:35:31,,,
16523280212009050613555600010146,UNIT 3,138 Regent Street,,W1B 5SG,166200540001,192,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,57,97,4,Grid Supplied Electricity,,,,1683,,,,,,,,,Air Conditioning,"UNIT 3, 138 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 13:55:56,,,
16547350902009050616501998310240,BSMT & GRD,Crown House,143-147 Regent Street,W1B 4NR,393485390001,351,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,54,86,3,Natural Gas,,,,370,,,,,,,,,Air Conditioning,"BSMT & GRD, Crown House, 143-147 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 16:50:19,,10033542439,Address Matched
16547488212009050614453705020399,5TH FLR,Crown House,143-147 Regent Street,W1B 4NR,393485390002,150,F,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,44,95,4,Natural Gas,,,,942,,,,,,,,,Heating and Natural Ventilation,"5TH FLR, Crown House, 143-147 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 14:45:37,,,
16547581212009050614291403010339,208A,208 Regent Street,,W1B 5BD,393613330001,180,G,Office,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,63,137,4,Grid Supplied Electricity,,,,3860,,,,,,,,,Air Conditioning,"208A, 208 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 14:29:14,,,
16549790062009050617100316220841,GROUND FLOOR & PART BASEMENT,205 Regent Street,,W1B 4HB,418996690001,146,F,Retail,2009-02-28,E09000033,E14000639,Greater London Authority,2009-05-06,,33,46,3,Natural Gas,,,,169,,,,,,,,,Heating and Natural Ventilation,"GROUND FLOOR & PART BASEMENT, 205 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 17:10:03,,10033557874,Address Matched
16555430802009050615180148200240,,137-139 Regent Street,,W1B 4HY,484763240000,244,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,60,98,4,Grid Supplied Electricity,,,,194,,,,,,,,,Air Conditioning,137-139 Regent Street,Westminster,Cities of London and Westminster,LONDON,2009-05-06 15:18:01,,,
16571085252009050615020204020625,BASEMENT AND GROUND FLOORS,207-209 Regent Street,,W1B 4NE,656454920002,235,G,Retail,2009-04-28,E09000033,E14000639,Greater London Authority,2009-05-06,,42,69,3,Natural Gas,,,,145,,,,,,,,,Heating and Mechanical Ventilation,"BASEMENT AND GROUND FLOORS, 207-209 Regent Street",Westminster,Cities of London and Westminster,LONDON,2009-05-06 15:02:02,,,
